Common Name,Name,CountryCode,NumberActors,MilFatalities,TotalFatalities,StartYear,StartMonth,StartDay,EndYear,EndMonth,EndDay,Region,Century,Decade,DurationD,DurationM,DurationY
Belgrade conflict,"Serbia-Turkey, 1862",,2,,1000,1862,,,1862,,,4,5,186,,,0
,"France-China, 1862-64",,4,,600,1862,,,1864,,,12,5,186,,,2
Colombia-Ecuador War,"Colombia-Ecuador, 1863",,2,1000,1000,1863,10,,1863,12,6,2,5,186,,2,0
Spanish-Santo Dominican War,"Dominican Republic-Spain, 1863-65",,2,19000,19000,1863,11,2,1865,1,27,1,5,186,445,14,2
,"Argentina (Montoneros, Northwest provinces), 1863",,2,1000,1000,1863,4,2,1863,11,12,2,5,186,220,7,0
Second Polish Insurrection,"Poland, Lithuania, Byelorussia-Russia (aided by Prussia), 1863-64",,3,30000,30000,1863,1,22,1864,5,,4,5,186,,16,1
,"Britain-Ashanti (Ghana), 1863-64",,2,,400,1863,8,,1864,,,7,5,186,,,1
Second (Third?) Maori War,"Britain-Maoris (New Zealand), 1863-66",,2,,1400,1863,4,,1866,2,,11,5,186,,34,3
Shimonoseki War,"Japan-Britain, France, Holland, 1863-64",740,4,,1000,1863,6,26,1864,9,8,12,5,186,432,15,1
Ambela Campaign,"Bengal (Muslims)-Britain, 1863",,3,,9000,1863,10,18,1863,12,22,10,5,186,64,2,0
,"China (Muslims in Turkestan), 1863-78",,2,,250000,1863,,,1878,,,9,5,186,,,15
Lopez War,"Paraguay-Brazil, Uruguay, Argentina, 1864-70",,4,300000,1100000,1864,8,26,1870,3,1,2,5,186,1985,67,6
Second Schleswig-Holstein War,"Prussia, Austria-Denmark, 1864",,3,4312,4312,1864,2,1,1864,8,1,4,5,186,180,6,0
South Africa conflict,"Boers-Basutos (South Africa), 1864-66",,2,,1200,1864,4,14,1866,5,9,8,5,186,745,25,2
,"Britain-Jamaica, 1865",,2,,600,1865,10,11,1865,11,,1,5,186,,1,0
Spanish-Peruvian War,"Spain-Peru, Chile (supported by Bolivia and Ecuador), 1865-66",,2,1000,1000,1865,9,25,1866,5,9,2,5,186,224,8,1
,"Russia-Uzbekistan (Bokhara), 1865-68",,2,,1000,1865,12,,1868,6,,9,5,186,,30,3
,"Russia-Bokhara (Tadjikistan, Uzbekistan), 1865-68",,2,,1500,1865,,,1868,,,9,5,186,,,3
British-Bhutanese War,"Britain-Bhutan, 1865",,2,1000,1000,1865,1,,1865,11,11,10,5,186,,10,0
,"Argentina (Federalists), 1866-67",,2,1000,1000,1866,12,15,1867,10,15,2,5,186,300,10,1
Austro-Prussian (Seven Weeks) War,"Prussia, German states-Austria, German states, 1866",,5,27878,78978,1866,6,14,1866,7,22,3,5,186,38,1,0
,"Italy-Austria, 1866",,2,8000,8000,1866,6,20,1866,8,12,3,5,186,52,2,0
Cretan Revolt,"Turkey-Crete (with intervention by Greece, Britain, France), 1866-68",,2,1000,1000,1866,9,2,1868,12,,4,5,186,,27,2
,"France-Korea, 1866",,2,80,80,1866,9,,1866,10,,12,5,186,,1,0
Ethiopian Civil War,"Ethiopia, 1867",,2,,3200,1867,4,,1867,6,,8,5,186,,2,0
,"Britain-Ethiopia, 1867-68",,2,,4000,1867,9,,1868,4,13,8,5,186,,7,1
Rome conflict,"Italians (Garibaldians)-Papal States, France, 1867",,3,,1200,1867,1,,1867,11,3,3,5,186,,10,0
Cuban Revolt (Ten Years War),"Cubans-Spain, 1868-78",,2,75000,150000,1868,10,10,1878,2,10,1,5,186,3360,112,10
,"Venezuela, 1868-71",,2,3000,3000,1868,1,11,1871,1,7,2,5,186,1076,36,3
Spanish Revolution of 1868,"Spain, 1868-70",,2,1600,1600,1868,7,,1870,12,,3,5,186,,29,2
Restoration War,"Japan, 1868",740,2,,1000,1868,1,3,1868,7,4,12,5,186,181,6,0
Bahr-el-Ghazal conflict,"Egypt-Zobeir's Army, 1869-70",,2,,1500,1869,,,1870,,,6,5,186,,,1
Franco-Prussian War,"Prussia, German states-France, 1870-71",,5,166781,228000,1870,7,15,1871,2,15,3,5,187,210,7,1
,"Argentina (Provinces), 1870-71",,2,1500,2000,1870,5,20,1871,3,13,2,5,187,293,10,1
Occupation of Papal States,"Italy-Papal States, 1870",,2,,600,1870,7,,1870,9,20,3,5,187,,2,0
Paris Commune,"France (Commune), 1871",,2,881,25900,1871,3,18,1871,5,28,3,5,187,70,2,0
Algerian War,"Algeria-France, 1871-72",,2,1000,1500,1871,3,,1872,1,,6,5,187,,10,1
Second (Third?) Carlist War,"Spain (Carlists with Basque support), 1872-76",,3,7000,14000,1872,5,2,1876,2,28,3,5,187,1376,45,4
,"Egypt-Darfur, 1873-75",,2,,1500,1873,,,1875,,,6,5,187,,,2
Second Ashanti War,"Ashantis (Ghana)-Britain, Kpa-Mende, 1873-74",,3,1500,20000,1873,1,,1874,2,4,7,5,187,,13,1
Tonkin War,"France-Tonkin, Vietnam, 1873-74",,3,,30000,1873,11,20,1874,2,6,11,5,187,76,3,1
Dutch-Achinese War,"Holland-Atjeh (Sumatra), 1873-79",,2,23000,200000,1873,3,26,1879,9,,11,5,187,,78,6
Mitre Rebellion,"Argentina (Buenos Aires), 1874-75",,2,1000,1000,1874,9,,1875,5,,2,5,187,,8,1
Egypto-Ethiopian War,"Egypt-Ethiopia, 1874-76",,3,7000,7000,1874,,,1876,3,25,8,5,187,,,2
Balkan War,"Bosnia, Herzegovina (aided by Montenegro, Serbia, Russia)-Turkey, 1875-78",,6,40000,300000,1875,7,3,1878,1,31,4,5,187,928,30,3
,"Sioux-USA, 1876-77",,2,1000,1000,1876,2,1,1877,5,7,1,5,187,456,15,1
,"Colombia (Conservatives), 1876-77",,2,1000,1000,1876,11,15,1877,7,1,2,5,187,226,8,1
Third Carlist War,"Spain (Carlists), 1876-85",,2,,20000,1876,,,1885,,,3,5,187,,,9
Russo-Turkish War,"Russia, Rumania-Turkey, 1877-78",,3,218000,218000,1877,4,24,1878,1,31,4,5,187,277,9,1
Ninth Kaffir War,"Britain-Kaffirs (South Africa), 1877-78",,2,1000,1000,1877,8,,1878,4,,8,5,187,,8,1
Russo-Turcoman War,"Russia-Turkomans (Turkmenistan), 1877-81",,2,20000,20000,1877,,,1881,,,9,5,187,,,4
Satsuma Rebellion,"Japan, 1877",740,2,14000,14000,1877,1,29,1877,9,24,12,5,187,235,8,0
Second British-Afghan War,"Britain-Afghanistan, 1878-80",,3,13000,13000,1878,11,21,1880,9,1,10,5,187,640,22,2
,"Argentina-Indians (Patagonians), 1878-83",,2,,1500,1878,,,1883,,,2,5,187,,,5
Bosnian War,"Bosnia, Hergezovina-(Austria-Hungary), 1878",,3,6000,6000,1878,7,29,1878,10,1,4,5,187,62,3,0
,"Egypt-Slavers, 1878-79",,2,,2500,1878,,,1879,,,6,5,187,,,1
Zulu War,"Britain-Zulus (South Africa), 1879",,2,4500,14000,1879,1,11,1879,7,4,8,5,187,173,6,0
War of the Pacific,"Chile-Peru, Bolivia, 1879-81",,3,13868,13868,1879,2,14,1881,1,,2,5,187,,23,2
,"Argentina (Patagonia), 1879",,2,,1000,1879,5,,1879,5,,2,5,187,,0,0
,"Colombia (massacre of revolutionaries, 1879",,2,,80000,1879,,,1879,,,2,5,187,,,0
,"Argentina (Buenos Aires), 1880",,2,1000,1000,1880,6,15,1880,7,21,2,5,188,36,1,0
Basuto War,"Basutos (Kaffirs?)-Britain (Cape Colony), 1880-81",,2,1000,1200,1880,9,,1881,5,,8,5,188,,8,1
First Transvaal War,"Transvaal (Boors)-Britain, 1880-81",,2,18000,18000,1880,10,16,1881,2,27,8,5,188,131,4,1
Ceremonial massacre,"Uganda, 1880",,2,,2000,1880,,,1880,,,8,5,188,,,0
Tunisian Expedition,"France-Tunisia, 1881-82",,2,1000,1500,1881,3,12,1882,12,,6,5,188,,21,1
,"France-Algeria, 1881-83",,2,,1200,1881,6,,1883,,,6,5,188,,,2
Egyptian War,"Egypt (with British intervention), 1881-82",,2,,2250,1881,2,1,1882,9,15,6,5,188,584,19,1
Mahdist Uprising,"Britain, Egypt-Sudan, 1881-85",,3,28000,28000,1881,8,,1885,12,30,6,5,188,,52,4
,"Italy-Eritrea, 1882-89",,2,,500,1882,,,1889,5,,8,5,188,,,7
,"(Austria-Hungary)-Dalmatia, 1882",,2,,2000,1882,,,1882,,,4,5,188,,,0
Black Flag War,"France-Tonkin (Vietnam) (with Chinese support), 1882-83",,4,6500,6500,1882,3,,1883,8,25,11,5,188,,17,1
,"Oman, 1883-84",,2,,1000,1883,,,1884,,,5,5,188,,,1
,"France-Hovas (Madagascar) (with British support for Hovas), 1883-85",,3,1000,1000,1883,6,1,1885,12,17,8,5,188,916,30,2
Tonkin War,"China, Vietnam-France, 1883-85",,3,12100,12100,1883,12,,1885,6,9,11,5,188,,18,2
,"Colombia (Panama, with US intervention), 1884-85",,2,1000,1000,1884,11,15,1885,8,15,2,5,188,270,9,1
Fifth Central American War,"Guatemala, Honduras-El Salvador, Costa Rica, Nicaragua, 1885",,5,1000,1000,1885,3,28,1885,4,15,1,5,188,17,1,0
Serbo-Bulgar War,"Serbia-Bulgaria (with Austrian intervention), 1885",,3,3000,3000,1885,11,13,1886,1,,4,5,188,,2,1
War for Sudanese Independence,"Ethiopia-Egyptians (Suakins)-Sudanese (Dafurians)-Shiluks, 1885-95",,6,,10000,1885,6,,1895,,,6,5,188,,,10
First Mandingo-French War,"France-Samori (Ivory Coast), 1885-86",,2,1000,1000,1885,,,1886,,,7,5,188,,,1
,"Uganda (religious), 1885-90",,4,,1000,1885,,,1893,,,8,5,188,,,8
Mozambique conflict,"Britain-Arabs, Yaos (Nyasaland (Mozambique)), 1885-96",,3,,1500,1885,,,1896,,,8,5,188,,,11
Panjdeh Incident,"Russia-Afghanistan, 1885",,2,1000,1000,1885,3,30,1885,3,30,9,5,188,0,0,0
Third Burma War,"Britain-Burma, 1885-94",,2,6000,6000,1885,11,14,1894,,,11,5,188,,,9
,"Adansi-Ashanti (Ghana), 1886",,2,,150,1886,5,,1886,6,,7,5,188,,1,0
First Italo-Ethiopian War,"Italy-Ethiopia, 1887-88",,2,1000,1000,1887,1,,1888,,,8,5,188,,,1
Second Cretan Revolt,"Crete-Turkey, 1888-89",,2,2000,3000,1888,,,1889,,,4,5,188,,,1
,"Tanganyikans (Swahili), Arabs (Zanzibar)-Germany (with assistance from Britain), 1888-90",,3,,1000,1888,8,,1890,8,,8,5,188,,24,2
First Dahomey-French War,"France-Dahomey (Benin, Nigeria), 1889-90",,2,1500,1500,1889,,,1890,3,,7,5,188,,,1
,"USA-Sioux, 1890-91",,2,,400,1890,11,,1891,1,,1,5,189,,2,1
Second Senegalese War,"France-Senegal, 1890-92",,2,1000,1000,1890,,,1892,,,7,5,189,,,2
,"France-Upper Volta, Niger, 1890-98",,2,,1000,1890,,,1898,,,7,5,189,,,8
,"France-Sudan, 1890-94",,2,,400,1890,,,1894,,,6,5,189,,,4
War of the Chilean Revolution,"Chile (Congress), 1891",,2,5000,11000,1891,1,7,1891,8,29,2,5,189,232,7,0
,"Brazil (Rio Grande do Sol), 1891-95",,3,1500,1500,1891,9,,1895,8,,2,5,189,,47,4
Balian War,"Balinese-Sasaks (with Dutch intervention) (Indonesia), 1891-94",,3,,1000,1891,,,1894,11,,11,5,189,,,3
Second Dahomey-French War,"France-Dahomey (Benin), 1892-93",,2,1500,1500,1892,8,9,1893,,,7,5,189,,,1
Invasion of Bornu,"Bornu (Chad)-Rabah (Zobeir's) Army, 1892-93",,2,,4000,1892,,,1893,,,6,5,189,,,1
Congo Arabs War,"Belgium-Arabs in eastern Congo (Kasai), 1892-94",,3,20000,20000,1892,10,,1894,2,,7,5,189,,16,2
,"Uganda (with British intervention), 1892",,2,,1000,1892,,,1892,,,8,5,189,,,0
Franco-Thai War,"France-Siam, 1892-93",,2,1000,1000,1892,,,1893,10,,11,5,189,,,1
,"Brazil (Conservatives), 1893-94",,2,1000,2000,1893,9,6,1894,4,16,2,5,189,220,7,1
Armenian Massacre,"Turkey, Kurds-Armenians, 1893-97 G",,3,,40000,1893,1,,1897,,,4,5,189,,,4
Rif War,"Morocco-Spain (Melilla), 1893-94",,2,,2500,1893,,,1894,,,6,5,189,,,1
,"France-Morocco, 1893-94",,3,,800,1893,,,1894,,,6,5,189,,,1
Third Ashanti War,"Britain-Ashantis (Ghana), 1893-94",,2,1000,1000,1893,,,1894,,,7,5,189,,,1
,"France-Tuaregs (Mali), 1893-95",,2,,1000,1893,,,1895,,,6,5,189,,,2
,"Uganda, 1893",,2,,1500,1893,,,1893,,,8,5,189,,,0
,"Peru, 1894-95",,2,4000,4000,1894,10,15,1895,3,19,2,5,189,154,5,1
Madagascan Conquest,"France-Madagascar, 1894-1905",,2,8000,8000,1894,11,10,1905,,,8,5,189,,,11
,"Germans-Wahemes (Tanzania), 1894-98",,2,,1000,1894,10,,1898,7,,8,5,189,,45,4
Abyssinian War,"Italy-Ethiopia, Sudan, 1894-96",,2,19000,19000,1894,7,17,1896,10,21,8,5,189,814,27,2
,"France-Tonkinese, 1894",,2,,400,1894,,,1894,,,11,5,189,,,0
Balian War,"Netherlands-Lombok (Indonesia), 1894",,2,1000,1000,1894,,,1894,,,11,5,189,,,0
Sino-Japanese War,"Japan-China (Liaodong, Korea), 1894-95",,2,15000,15000,1894,6,,1895,3,30,12,5,189,,9,1
Cuban Insurrection,"Cubans (assisted by USA)-Spain, 1895-98",,3,50000,130000,1895,2,23,1898,8,13,1,5,189,1250,42,3
Fourth Ashanti War,"Britain-Ashantis (Ghana), 1895-96",,2,,400,1895,,,1896,1,19,7,5,189,,,1
,"Nigeria (Brass)-Britain, 1895",,2,,43,1895,1,29,1895,2,22,7,5,189,23,1,0
,"Britain-Masrui (Kenya), 1895-96",,2,,1000,1895,,,1896,,,8,5,189,,,1
,"Brazil (Canudos in Bahia), 1896-97",,2,5000,5000,1896,10,1,1897,10,5,2,5,189,364,12,1
Third Cretan Revolt,"Turkey (Crete aided by Greece), 1896-98",,4,1000,1000,1896,2,,1898,12,,4,5,189,,34,2
Druze-Turkish War,"Turkey-Syria (Druzes), 1896",,2,1000,1000,1896,,,1896,,,5,5,189,,,0
Mahdi Uprising,"Britain, Egypt-Sudan-France, 1896-99",,4,16000,16000,1896,3,16,1899,11,24,6,5,189,1328,44,3
,"Britain-Mashonas, Matabele (Zimbabwe), 1896-99",,3,,1000,1896,3,,1899,,,8,5,189,,,3
First Philippine War,"Filipinos-Spain, 1896-98",,2,2000,2000,1896,8,26,1898,8,13,11,5,189,707,24,2
Greco-Turkish War,"Greece-Turkey, 1897",,2,2000,2000,1897,4,17,1897,5,19,4,5,189,32,1,0
Nigerian War,"Britain-western Nigeria (Benin), 1897",,2,1000,1500,1897,1,4,1897,2,18,7,5,189,44,1,0
Ugandan Mutiny,"Sudanese mercenaries in Uganda and Kenya-Britain, 1897-1901 ",,2,,1500,1897,6,,1901,,,8,5,189,,,4
Indian-Muslim War,"Britain-India (Afridi Muslims), 1897-98",,2,1000,1000,1897,8,,1898,4,,10,5,189,,8,1
Spanish-American War,"USA-Spain, 1898",,2,10000,200000,1898,4,25,1898,8,13,11,5,189,108,4,0
Hut Tax War,"Britain-Sierra Leone, 1898",,3,2000,2000,1898,2,,1898,5,,7,5,189,,3,0
Colombian Civil War,"Colombia (Liberals), 1899-1903",,2,75000,150000,1899,7,,1903,6,15,2,5,189,,47,4
,"France-Chad (Bornu), 1899-1901",,2,,1000,1899,,,1901,,,6,5,189,,,2
Boer War,"Britain-Boers, 1899-1902",,2,35000,35000,1899,10,12,1902,5,31,8,5,189,949,31,3
Somali Rebellion,"Somalis-Britain, Italy, Ethiopia, 1899-1905",,4,6000,6000,1899,9,,1905,3,5,8,5,189,,66,6
,"Tanzania-Germany, 1899-1900",,2,,2000,1899,,,1900,,,8,5,189,,,1
Second Philippine War,"Filipinos-USA, 1899-1902",,2,12500,120000,1899,2,4,1902,5,6,11,5,189,1172,39,3
,"Britain-Ashanti (Ghana), 1900-03",,2,,1000,1900,3,,1903,9,,7,6,190,,42,3
Russian Occupation of Manchuria,"Russia-China (Manchuria), 1900",,2,4000,4000,1900,9,4,1900,10,10,12,6,190,36,1,0
,"Russia (Blagoveshchensk), 1900",,2,,5000,1900,7,,1900,7,,9,6,190,,0,0
Boxer Rebellion,"China (with intervention by Britain, France, United States, Japan, Germany), 1900-01",,8,3000,16000,1900,6,10,1901,5,,12,6,190,,11,1
,"USA-Moros (Mindanao, Philippines), 1901-06",,2,,600,1901,,,1906,,,11,6,190,,,5
,"France-Chad, Borkou, Tibesti, 1902-14",,4,,1500,1902,,,1914,,,6,6,190,,,12
Ilinden War,"Macedonia (Albania)-Turkey, 1903-11",,2,4000,4000,1903,8,2,1911,,,4,6,190,,,8
,"Germany-Herreros, Nama, Bondzelwarts (Namibia), 1903-07",,4,,80000,1903,10,25,1907,3,31,8,6,190,1236,41,4
,"Britain-northern Nigeria (Hausa Muslims, Sokoto, Kano), 1903",,2,,500,1903,1,,1903,5,,7,6,190,,4,0
,"Britain-Tibet, 1903-04",,2,1500,1500,1903,3,,1904,8,3,12,6,190,,17,1
,"Uruguay, 1904",,2,1000,1000,1904,1,1,1904,9,1,2,6,190,240,8,0
,"France-Senussi (Libya), 1904-11",,2,,1000,1904,,,1911,,,6,6,190,,,7
Russo-Japanese War,"Japan-Russia, 1904-05",,2,130000,170000,1904,2,8,1905,9,5,12,6,190,567,19,1
Russian Revolution of 1905,"Russia (St. Petersburg, Moscow), 1905-06",,2,1000,1500,1905,1,22,1906,1,1,4,6,190,339,12,1
Raids of the Black Hundreds,"Russia (against Jews), 1905",,2,,3000,1905,10,,1905,10,,4,6,190,,0,0
Maji-Maji Revolt ?,"Tanganyikans (Maji-Maji)-Germany, 1905-07",,2,150000,250000,1905,7,,1907,1,,8,6,190,,18,2
,"China-Tibet, 1905-06",,2,,1000,1905,4,,1906,9,,12,6,190,,17,1
Central American War,"Guatemala-Honduras, El Salvador, 1906",,3,1000,1000,1906,5,23,1906,7,20,1,6,190,57,2,0
Central American War,"Nicaragua-Honduras, El Salvador, 1907",,3,1000,1000,1907,2,19,1907,4,23,1,6,190,64,2,0
Second Zulu War,"Zulus-Britain (Natal? South Africa), 1906",,2,5000,5000,1906,3,,1906,7,,8,6,190,,4,0
,"Romania (peasants), 1907",,3,2000,2000,1907,3,15,1907,4,30,4,6,190,45,1,0
First Moroccan War,"France-Morocco, 1907",,2,,6000,1907,3,29,1907,12,,6,6,190,,9,0
,"Netherlands-Venezuela, 1908",,2,,1000,1908,,,1908,,,2,6,190,,,0
,"Persia (with intervention by Russia), 1908-09",,3,1100,1100,1908,6,23,1909,7,16,5,6,190,383,13,1
,"Britain-India, 1908",,2,,750,1908,,,1908,,,10,6,190,,,0
,"Morocco, 1908",,4,,1200,1908,6,7,1908,8,,6,6,190,,2,0
Genocide of Armenians,"Turkey, 1909-18 G",,2,,1883000,1909,,,1918,,,4,6,190,,,9
Armenian Massacre,"Turkey-Armenia, 1909",,2,,6300,1909,4,,1909,4,,4,6,190,,0,0
Spanish-Moroccan War,"Spain-Morocco (Melilla), 1909-10",,2,10000,10000,1909,7,7,1910,3,23,6,6,190,256,8,1
War of the Mexican Revolution,"Mexico (with intervention by USA), 1910-20",,9,250000,250000,1910,11,20,1920,7,,1,6,191,,116,10
,"Turkey-Albania, 1910",,2,,800,1910,4,,1910,6,,4,6,191,,2,0
,"Morocco (Fez)-France, 1910-11",,3,1650,1650,1910,10,,1911,11,,6,6,191,,13,1
,"Paraguay, 1911-12",,2,2000,2000,1911,7,15,1912,5,11,2,6,191,296,10,1
Chinese Civil War,"China (Hubei), 1911-12",,2,1000,1500,1911,10,10,1912,2,12,12,6,191,122,4,1
Italo-Turkish War,"Italy-Turkey (Libya), 1911-12",,2,20000,20000,1911,9,29,1912,10,17,6,6,191,378,13,1
,"Libyans-Italy, 1911-17",,3,,16000,1911,9,29,1917,4,,6,6,191,,67,6
First Balkan War,"Montenegro, Bulgaria, Greece, Serbia-Turkey, 1912-13",,5,82000,82000,1912,10,17,1913,4,22,4,6,191,185,6,1
,"Morocco (Fez), 1912",,4,,1600,1912,4,17,1912,7,,6,6,191,,3,0
,"Morocco (South Morocco), 1912-13",,3,,500,1912,,,1913,5,,6,6,191,,,1
Tibetan War of Independence,"Tibet-China, 1912-13",,2,2000,2000,1912,3,,1913,4,,12,6,191,,13,1
Second Balkan War,"Bulgaria-Serbia, Greece, Romania, Turkey, 1913",,5,44500,44500,1913,5,30,1913,7,30,4,6,191,60,2,0
,"Britain-Somalis (Dervishes), 1913-20",,2,,1500,1913,,,1920,,,8,6,191,,,7
"""Old vs New System"" conflict","China (Yangzi valley and south), 1913",,2,5000,10000,1913,7,23,1913,9,1,12,6,191,38,2,0
"""White Wolf"" conflict","China, 1914",,2,5000,10000,1914,3,15,1914,9,15,12,6,191,180,6,0
,"Morocco (Middle Atlas) (Zaians, with French involvement), 1914-17",,3,,1000,1914,,,1917,,,6,6,191,,,3
First World War,"First World War, 1914-18",,20,12599000,19617000,1914,7,29,1918,11,11,3,6,191,1542,52,4
,"Haiti (with US intervention), 1915-16",,3,,2200,1915,7,,1916,11,,1,6,191,,16,1
,"Turkey-Armenia, 1915-18",,2,,1200000,1915,4,20,1918,,,4,6,191,,,3
Second Moroccan War,"France, Spain-Caids (Morocco), 1916-17",,3,2000,2000,1916,11,,1917,,,6,6,191,,,1
,Russia-Turkestan 1916,,2,,9000,1916,,,1916,,,9,6,191,,,0
,"Russia (Petrograd), 1917",,3,,400,1917,7,16,1917,7,18,4,6,191,2,0,0
October Revolution (Bolshevik Revolution),"Russia, 1917",,2,,10000,1917,11,6,1917,11,7,4,6,191,1,0,0
The Great Russian Civil War,"Russia, 1917-21",,2,300000,700000,1917,12,9,1921,3,18,4,6,191,1179,39,4
Yunnan Rebellion,"China (Yunnan), 1917",,2,1000,1500,1917,4,18,1917,4,25,12,6,191,7,0,0
War of Finnish Independence,"Finland, 1918",,4,20000,20000,1918,1,28,1918,5,,4,6,191,,4,0
Struggle for East Galicia,"Poland-Ukraine (Galicia), 1918-19",,2,,1000,1918,11,1,1919,5,,4,6,191,,6,1
,"Russia-Japan, 1918-22",,2,,3000,1918,8,2,1925,5,15,9,6,191,2443,81,7
First Sino-Tibetan War,"China-Tibet, 1918",,2,1000,1500,1918,1,7,1918,8,,12,6,191,,7,0
,"US (race riots), 1919",,2,,38,1919,7,27,1919,8,,1,6,191,,1,0
Irish Rebellion,"Irish-Britain, 1919-22",,2,,1000,1919,11,26,1922,1,,3,6,191,,26,3
Russo-Polish War,"Poland-Russia, 1919-20",,2,100000,100000,1919,1,5,1920,10,12,4,6,191,637,21,1
Franco-Turkish War,"France-Turkey, 1919-20",,2,,40000,1919,11,1,1920,5,,4,6,191,,6,1
Turkish War of Independence,"Turkey, 1919-22",,2,,40000,1919,6,,1922,9,12,4,6,191,,39,3
Greco-Turkish War,"Turkey-Greece (aided by France, Britain, Italy), 1920-22",,5,50000,100000,1919,5,15,1922,9,12,4,6,191,1197,40,3
Kun's Red Terror,"Hungary-Czechoslovakia, Romania, 1919",,3,4000,11000,1919,3,28,1919,11,15,4,6,191,227,8,0
Franco-Syrian War,"France-Syria, 1919-20",,2,5000,5000,1919,12,,1920,7,,5,6,191,,7,1
Riffian War,"Moroccans (Rifs)-Spain, France (with support from Moors), 1919-27",,4,40000,47000,1919,,,1927,7,10,6,6,191,,,8
Third Afghan War,"Afghanistan-Britain, 1919",,2,1000,1500,1919,5,4,1919,6,3,10,6,191,29,1,0
,"Britain-Waziristan (Pakistan), 1919-20",,2,,1000,1919,11,,1920,2,1,10,6,191,,3,1
Amritsar Massacre,"Britain-Punjabis (Amritsar), 1919",,2,,400,1919,4,12,1919,4,13,10,6,191,1,0,0
Samil Independence Movement,"Japan-Korea, 1919-20",,2,,6670,1919,3,1,1920,4,,12,6,191,,13,1
Vilna War,"Poland-Lithuania (Vilna), 1920",,2,,1000,1920,10,9,1920,10,,4,6,192,,0,0
Green Rebellion,"Russia (Greens), 1920-21",,2,6700,9200,1920,8,,1921,8,,4,6,192,,12,1
Iraqi-British War,"Britain-Iraq, 1920-21",,2,2000,2000,1920,6,,1921,,,5,6,192,,,1
Senussi War,"Libyans (Senussi)-Italy, 1920-32",,2,40000,40000,1920,6,,1932,1,,6,6,192,,139,12
,"China (Szechuan vs Yunnan), 1920",,2,,4000,1920,9,5,1920,,,12,6,192,,,0
Moplah Rebellion,"Indians (Moplahs)-Britain, 1921-22",,2,,11000,1921,8,,1922,,,10,6,192,,,1
,"Russia-Yakuts, 1921-22",,2,,726,1921,8,,1922,,,9,6,192,,,1
,"France-Tache de Taza (Morocco), 1923",,2,,1000,1923,,,1923,,,6,6,192,,,0
Massacre of Koreans in Japan,"Japan-Korea (Koreans massacred in Japan), 1923",,2,,11000,1923,10,,1923,10,,12,6,192,,0,0
,"Honduras (with intervention by USA), 1924",,3,1000,1000,1924,2,9,1924,3,1,1,6,192,22,1,0
Wahhabi Revolt,"Hejaz-Wahhabi (Saudi Arabia), 1924-25",,2,,1100,1924,5,,1925,12,23,5,6,192,,19,1
,"Bondelswarts Hottentots-Britain (Namibia), 1924",,2,,100,1924,,,1924,,,8,6,192,,,0
Khost Rebellion,"Afghanistan (Khosts, Mangals, Sulaiman Khel, Ali Khel), 1924-25",,4,1500,1500,1924,3,15,1925,1,15,10,6,192,300,10,1
Druze War,"Syrians (Druzes and Arabs)-France, 1925-27",,4,8000,8000,1925,7,18,1927,6,1,5,6,192,673,23,2
,"Javanese (Communists)-Netherlands, 1926-27",,2,,1000,1926,11,12,1927,1,,11,6,192,,2,1
Northern Expedition,"China (Nationalists, warlords, Communists), 1926",,5,10500,65000,1926,7,1,1928,6,30,12,6,192,719,23,2
,"Mexico, 1926-30",,2,10000,10000,1926,8,31,1930,6,15,1,6,192,1364,46,4
Chinese Civil War,"China (communists), 1927-36",,2,,1250000,1927,8,1,1936,12,25,12,6,192,3384,112,9
,"France-Morocco, 1928-33",,3,,2500,1928,,,1933,9,,6,6,192,,,5
,"Afghanistan, 1928-29",,4,7500,7500,1928,11,10,1929,10,14,10,6,192,334,11,1
Chinese Muslims War,"China (Muslims in Kansu), 1928",,2,200000,200000,1928,,,1928,,,12,6,192,,,0
Sino-Soviet War,"Soviet Union-China, 1929",,2,3200,3200,1929,8,12,1929,12,3,12,6,192,111,4,0
,"China (Feng), 1929",,2,,1000,1929,10,,1929,12,,12,6,192,,2,0
Chinese Civil War,"China (Chang), 1929-30",,2,75000,75000,1929,9,,1930,10,,12,6,192,,13,1
,"China (western Honan), 1930",,2,,1000,1930,4,,1930,10,,12,6,193,,6,0
Rebellion in Chinese Turkestan,"China (Sinkiang?), 1930-35",,2,,63000,1930,,,1935,,,12,6,193,,,5
,"China (communists), 1930-35",,2,200000,200000,1930,11,14,1935,10,15,12,6,193,1771,59,5
,"France-Indochina, 1930",,2,,1100,1930,2,,1930,,,11,6,193,,,0
,"El Salvador, 1931-32",,2,8000,32000,1931,12,,1932,1,22,1,6,193,,1,1
Manchurian Hostilities,"Japan-China (Manchuria), 1931-33",,2,60000,60000,1931,9,19,1933,5,31,12,6,193,612,20,2
Soviet-Turkestani War,"China, Soviet Union-Turkestan, 1931-34",,5,20000,20000,1931,3,,1934,8,,9,6,193,,41,3
Chaco War,"Bolivia-Paraguay, 1932-35",,2,130000,200000,1932,6,15,1935,6,12,2,6,193,1077,36,3
,"Ecuador (Quito), 1932",,2,,800,1932,,,1932,,,2,6,193,,,0
,"Brazil (states, Sao Paulo), 1932",,2,1000,1000,1932,6,9,1932,8,31,2,6,193,82,2,0
Massacre of Assyrian Christians,"Iraq (Assyrian Christians in Mosul), 1933",,3,,1100,1933,,,1933,,,5,6,193,,,0
